,index,ID,Age,Age_group,Education,Children,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Expenses,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumAllPurchases,NumStorePurchases,NumWebVisitsMonth
145,152,7798,42,Gen X,Postgraduate,1,Married,46344.0,2012-12-14,28.0,233.0,20.0,57.0,8.0,20.0,91.0,429.0,4.0,7.0,1.0,13.0,5.0,7.0
146,153,92,26,Millenials,Undergraduate,1,Single,34176.0,2014-12-05,12.0,5.0,7.0,24.0,19.0,14.0,20.0,89.0,4.0,3.0,0.0,7.0,4.0,6.0
147,154,7055,62,Boomers,Postgraduate,1,Married,61010.0,2012-09-10,57.0,888.0,0.0,57.0,0.0,0.0,76.0,1021.0,2.0,8.0,5.0,24.0,11.0,5.0
148,155,10240,65,Boomers,Undergraduate,0,Married,69372.0,2013-02-19,10.0,997.0,26.0,269.0,34.0,13.0,42.0,1381.0,1.0,10.0,4.0,20.0,6.0,4.0
149,156,3025,56,Gen X,Undergraduate,1,Single,49967.0,2013-08-07,4.0,212.0,6.0,69.0,4.0,12.0,3.0,306.0,3.0,6.0,1.0,12.0,5.0,7.0
150,157,9283,36,Millenials,Undergraduate,3,Single,60199.0,2013-12-09,49.0,8.0,1.0,7.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,3.0,4.0
151,158,9970,37,Millenials,Undergraduate,1,Married,55375.0,2013-10-17,3.0,42.0,11.0,57.0,10.0,28.0,14.0,162.0,1.0,1.0,1.0,8.0,6.0,2.0
152,159,2730,59,Boomers,Undergraduate,0,Single,80317.0,2013-08-20,64.0,536.0,11.0,387.0,149.0,91.0,57.0,1231.0,1.0,3.0,4.0,17.0,10.0,1.0
153,160,2795,56,Gen X,Postgraduate,3,Single,30523.0,2013-01-07,0.0,5.0,0.0,3.0,0.0,0.0,5.0,13.0,1.0,1.0,0.0,3.0,2.0,7.0
154,161,9260,69,Boomers,Postgraduate,0,Married,70356.0,2012-05-11,20.0,1349.0,16.0,249.0,43.0,16.0,33.0,1706.0,2.0,10.0,6.0,25.0,9.0,6.0
155,162,8182,30,Millenials,Undergraduate,1,Married,23228.0,2014-05-01,91.0,53.0,3.0,49.0,7.0,4.0,5.0,121.0,4.0,3.0,0.0,7.0,4.0,8.0
156,163,10095,39,Millenials,Postgraduate,0,Divorced,74165.0,2013-01-05,9.0,1001.0,12.0,240.0,16.0,12.0,12.0,1293.0,1.0,5.0,4.0,19.0,10.0,2.0
157,165,4370,48,Gen X,Undergraduate,3,Married,43482.0,2013-11-13,83.0,18.0,1.0,32.0,6.0,3.0,28.0,88.0,3.0,2.0,0.0,6.0,4.0,6.0
158,166,10573,61,Boomers,Undergraduate,0,Divorced,62551.0,2013-11-18,27.0,125.0,16.0,98.0,134.0,21.0,27.0,421.0,1.0,6.0,7.0,17.0,4.0,3.0
159,167,3712,55,Gen X,Undergraduate,0,Divorced,52332.0,2013-08-28,63.0,212.0,5.0,33.0,7.0,0.0,2.0,259.0,1.0,3.0,2.0,11.0,6.0,4.0
160,168,6637,26,Millenials,Undergraduate,0,Single,66951.0,2013-02-11,46.0,277.0,162.0,305.0,173.0,76.0,124.0,1117.0,1.0,3.0,4.0,14.0,7.0,1.0
161,169,3152,57,Gen X,Undergraduate,2,Married,26091.0,2014-02-25,84.0,15.0,10.0,19.0,8.0,17.0,20.0,89.0,3.0,2.0,1.0,6.0,3.0,5.0
162,170,5610,49,Gen X,Undergraduate,2,Married,33456.0,2014-04-21,58.0,7.0,3.0,10.0,8.0,1.0,7.0,36.0,2.0,1.0,0.0,4.0,3.0,7.0
163,171,6460,32,Millenials,Undergraduate,1,Married,28718.0,2013-07-13,78.0,12.0,4.0,6.0,11.0,8.0,16.0,57.0,2.0,2.0,0.0,5.0,3.0,8.0
164,172,1349,44,Gen X,Undergraduate,2,Married,50447.0,2014-04-21,4.0,85.0,7.0,24.0,2.0,3.0,27.0,148.0,1.0,3.0,1.0,7.0,3.0,6.0
165,173,1880,55,Gen X,Postgraduate,2,Married,53537.0,2014-01-30,17.0,81.0,0.0,6.0,0.0,0.0,6.0,93.0,2.0,2.0,1.0,6.0,3.0,5.0
166,174,641,47,Gen X,Undergraduate,1,Single,52074.0,2014-04-04,77.0,59.0,0.0,12.0,0.0,0.0,48.0,119.0,1.0,2.0,2.0,6.0,2.0,4.0
167,175,8717,39,Millenials,Postgraduate,1,Married,80427.0,2012-12-09,56.0,1149.0,71.0,449.0,69.0,71.0,26.0,1835.0,1.0,11.0,8.0,27.0,8.0,5.0
168,176,10314,66,Boomers,Postgraduate,0,Married,83837.0,2012-12-16,79.0,847.0,66.0,119.0,86.0,89.0,111.0,1318.0,1.0,9.0,10.0,24.0,5.0,4.0
169,177,10854,44,Gen X,Postgraduate,2,Married,38853.0,2014-05-23,90.0,29.0,0.0,14.0,0.0,0.0,2.0,45.0,2.0,2.0,0.0,5.0,3.0,7.0
170,178,10492,55,Gen X,Undergraduate,3,Married,38285.0,2014-06-24,96.0,2.0,0.0,5.0,2.0,0.0,1.0,10.0,1.0,0.0,0.0,3.0,3.0,2.0
171,179,6935,63,Boomers,Postgraduate,0,Married,78497.0,2013-01-12,44.0,207.0,26.0,447.0,75.0,0.0,223.0,978.0,1.0,5.0,7.0,24.0,12.0,2.0
172,180,7698,38,Millenials,Postgraduate,1,Married,51650.0,2014-11-05,81.0,152.0,3.0,22.0,2.0,5.0,7.0,191.0,1.0,4.0,1.0,9.0,4.0,5.0
173,181,3559,26,Millenials,Postgraduate,1,Married,16248.0,2014-10-05,77.0,12.0,11.0,10.0,3.0,12.0,9.0,57.0,3.0,2.0,1.0,6.0,3.0,6.0
174,182,10562,68,Boomers,Postgraduate,0,Married,66835.0,2013-09-28,21.0,620.0,26.0,195.0,34.0,17.0,141.0,1033.0,1.0,6.0,4.0,23.0,13.0,2.0
175,183,10796,30,Millenials,Postgraduate,1,Married,30477.0,2014-01-22,16.0,47.0,1.0,6.0,0.0,0.0,12.0,66.0,1.0,1.0,1.0,5.0,3.0,6.0
176,184,2563,53,Gen X,Undergraduate,0,Married,28249.0,2014-06-15,80.0,1.0,9.0,7.0,2.0,14.0,10.0,43.0,1.0,2.0,0.0,5.0,3.0,6.0
177,185,3518,31,Millenials,Undergraduate,1,Married,25271.0,2012-05-12,45.0,10.0,1.0,18.0,10.0,4.0,7.0,50.0,1.0,1.0,1.0,4.0,2.0,9.0
178,186,5823,44,Gen X,Postgraduate,1,Single,32303.0,2014-08-03,63.0,35.0,0.0,2.0,0.0,0.0,2.0,39.0,2.0,1.0,0.0,5.0,4.0,5.0
179,187,3934,48,Gen X,Undergraduate,1,Married,61286.0,2013-02-08,34.0,356.0,0.0,107.0,19.0,9.0,117.0,608.0,2.0,7.0,1.0,16.0,8.0,5.0
180,188,6982,38,Millenials,Undergraduate,0,Married,74068.0,2013-03-19,14.0,783.0,30.0,537.0,140.0,76.0,15.0,1581.0,1.0,4.0,10.0,23.0,9.0,2.0
181,189,6431,50,Gen X,Postgraduate,2,Married,45759.0,2013-02-23,13.0,42.0,1.0,18.0,3.0,0.0,4.0,68.0,2.0,2.0,0.0,5.0,3.0,7.0
182,190,9733,36,Millenials,Undergraduate,1,Married,24882.0,2012-09-09,52.0,1.0,4.0,10.0,29.0,0.0,36.0,80.0,1.0,1.0,1.0,4.0,2.0,6.0
183,191,5602,25,Gen Z,Postgraduate,0,Married,66973.0,2013-05-17,98.0,466.0,22.0,432.0,147.0,113.0,102.0,1282.0,1.0,8.0,7.0,27.0,12.0,3.0
184,193,1324,26,Millenials,Undergraduate,1,Married,38872.0,2013-05-30,93.0,23.0,3.0,21.0,3.0,19.0,22.0,91.0,2.0,3.0,0.0,6.0,3.0,8.0
185,194,326,41,Millenials,Undergraduate,2,Married,51148.0,2013-02-18,38.0,235.0,6.0,45.0,8.0,9.0,12.0,315.0,4.0,5.0,1.0,12.0,6.0,6.0
186,195,7224,37,Millenials,Undergraduate,2,Married,31353.0,2013-12-29,24.0,10.0,0.0,10.0,3.0,1.0,7.0,31.0,2.0,1.0,1.0,4.0,2.0,8.0
187,196,6999,34,Millenials,Postgraduate,0,Married,69661.0,2014-05-13,80.0,656.0,16.0,106.0,32.0,16.0,8.0,834.0,1.0,7.0,3.0,22.0,12.0,3.0
188,197,9938,60,Boomers,Undergraduate,0,Married,80067.0,2013-09-19,82.0,519.0,17.0,813.0,27.0,173.0,51.0,1600.0,1.0,4.0,6.0,16.0,6.0,2.0
189,198,6422,60,Boomers,Undergraduate,0,Married,86718.0,2013-01-17,20.0,344.0,189.0,482.0,50.0,33.0,172.0,1270.0,1.0,5.0,6.0,16.0,5.0,2.0
190,199,3182,41,Millenials,Postgraduate,2,Single,46854.0,2014-03-31,81.0,96.0,1.0,79.0,7.0,1.0,79.0,263.0,6.0,5.0,1.0,9.0,3.0,8.0
191,200,7300,62,Boomers,Undergraduate,1,Divorced,69142.0,2014-06-29,50.0,448.0,4.0,34.0,6.0,4.0,39.0,535.0,3.0,8.0,1.0,16.0,7.0,5.0
192,201,10424,46,Gen X,Undergraduate,0,Single,75922.0,2013-09-12,60.0,265.0,138.0,553.0,224.0,23.0,92.0,1295.0,1.0,4.0,4.0,17.0,9.0,1.0
193,202,8727,36,Millenials,Undergraduate,1,Divorced,63693.0,2013-10-14,63.0,587.0,43.0,337.0,42.0,87.0,54.0,1150.0,3.0,11.0,6.0,26.0,9.0,6.0
194,203,2798,37,Millenials,Postgraduate,0,Married,102160.0,2012-02-11,54.0,763.0,29.0,138.0,76.0,176.0,58.0,1240.0,0.0,7.0,9.0,26.0,10.0,4.0
195,204,1030,49,Gen X,Postgraduate,2,Single,40637.0,2013-07-17,72.0,22.0,0.0,13.0,0.0,0.0,3.0,38.0,2.0,1.0,0.0,4.0,3.0,7.0
196,205,624,30,Millenials,Postgraduate,0,Single,18890.0,2012-10-11,5.0,6.0,4.0,1.0,7.0,2.0,15.0,35.0,1.0,0.0,1.0,3.0,2.0,6.0
197,206,5176,26,Millenials,Undergraduate,1,Married,29604.0,2013-08-12,88.0,7.0,6.0,13.0,7.0,6.0,14.0,53.0,1.0,1.0,0.0,4.0,3.0,9.0
198,207,5552,51,Gen X,Postgraduate,2,Divorced,48721.0,2013-05-13,50.0,81.0,18.0,113.0,47.0,13.0,21.0,293.0,6.0,4.0,2.0,11.0,5.0,6.0
199,208,868,48,Gen X,Undergraduate,1,Married,44794.0,2014-08-06,99.0,54.0,0.0,7.0,0.0,0.0,4.0,65.0,1.0,2.0,0.0,5.0,3.0,6.0
200,209,380,60,Boomers,Undergraduate,1,Divorced,64497.0,2012-10-09,17.0,1170.0,48.0,320.0,42.0,32.0,192.0,1804.0,5.0,11.0,4.0,24.0,9.0,8.0
201,210,2677,58,Boomers,Undergraduate,1,Married,46097.0,2013-03-31,11.0,72.0,24.0,68.0,65.0,4.0,8.0,241.0,5.0,3.0,1.0,10.0,6.0,4.0
202,211,6521,60,Boomers,Undergraduate,0,Married,77972.0,2014-03-18,18.0,613.0,22.0,319.0,33.0,102.0,12.0,1101.0,1.0,4.0,6.0,19.0,9.0,1.0
203,212,6927,46,Gen X,Postgraduate,2,Married,44377.0,2012-05-10,70.0,224.0,0.0,30.0,0.0,0.0,10.0,264.0,8.0,5.0,1.0,11.0,5.0,8.0
204,213,2877,40,Millenials,Postgraduate,2,Married,46014.0,2013-01-21,21.0,410.0,0.0,59.0,19.0,9.0,44.0,541.0,10.0,7.0,1.0,16.0,8.0,7.0
205,214,0,29,Millenials,Undergraduate,0,Married,70951.0,2013-04-05,66.0,239.0,10.0,554.0,254.0,87.0,54.0,1198.0,1.0,3.0,4.0,16.0,9.0,1.0
206,215,1584,37,Millenials,Undergraduate,1,Married,41443.0,2014-01-04,79.0,171.0,7.0,171.0,25.0,19.0,89.0,482.0,6.0,8.0,1.0,14.0,5.0,8.0
207,216,7264,36,Millenials,Postgraduate,3,Single,52195.0,2014-12-05,2.0,12.0,0.0,4.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,3.0,2.0,8.0
208,217,6274,66,Boomers,Postgraduate,0,Married,83790.0,2013-11-15,81.0,1076.0,16.0,417.0,42.0,48.0,16.0,1615.0,1.0,8.0,10.0,24.0,6.0,3.0
209,218,1377,60,Boomers,Postgraduate,1,Divorced,44551.0,2013-08-31,24.0,182.0,4.0,33.0,0.0,0.0,66.0,285.0,2.0,4.0,1.0,10.0,5.0,7.0
210,219,454,34,Millenials,Undergraduate,1,Married,69508.0,2012-11-14,48.0,824.0,32.0,162.0,42.0,32.0,43.0,1135.0,2.0,11.0,4.0,26.0,11.0,6.0
211,220,1755,26,Millenials,Postgraduate,1,Married,45204.0,2014-11-04,93.0,30.0,11.0,25.0,29.0,1.0,18.0,114.0,1.0,1.0,1.0,6.0,4.0,3.0
212,221,2075,45,Gen X,Undergraduate,0,Married,72460.0,2013-11-14,56.0,377.0,10.0,540.0,80.0,30.0,10.0,1047.0,1.0,3.0,5.0,15.0,7.0,1.0
213,222,4785,44,Gen X,Postgraduate,2,Married,77622.0,2014-04-14,3.0,520.0,7.0,154.0,19.0,0.0,14.0,714.0,2.0,6.0,3.0,20.0,11.0,3.0
214,223,9076,34,Millenials,Postgraduate,1,Married,30732.0,2013-05-01,44.0,155.0,1.0,25.0,0.0,1.0,3.0,185.0,4.0,4.0,1.0,9.0,4.0,8.0
215,224,7079,52,Gen X,Undergraduate,1,Divorced,63887.0,2012-08-09,38.0,897.0,23.0,207.0,15.0,11.0,92.0,1245.0,5.0,9.0,6.0,27.0,12.0,6.0
216,225,4653,36,Millenials,Undergraduate,1,Married,42011.0,2013-03-26,46.0,131.0,0.0,16.0,2.0,1.0,39.0,189.0,4.0,3.0,1.0,8.0,4.0,8.0
217,226,7375,38,Millenials,Undergraduate,1,Married,51369.0,2012-10-25,84.0,297.0,7.0,79.0,0.0,11.0,182.0,576.0,2.0,8.0,2.0,14.0,4.0,8.0
218,227,709,62,Boomers,Undergraduate,1,Divorced,51537.0,2012-09-12,27.0,787.0,20.0,204.0,0.0,0.0,92.0,1103.0,3.0,2.0,2.0,15.0,11.0,8.0
219,228,460,42,Gen X,Postgraduate,0,Married,79930.0,2012-08-08,72.0,792.0,86.0,740.0,67.0,51.0,17.0,1753.0,1.0,3.0,5.0,16.0,8.0,2.0
220,229,3726,28,Millenials,Postgraduate,1,Married,34320.0,2014-02-16,66.0,4.0,1.0,9.0,3.0,0.0,0.0,17.0,1.0,1.0,0.0,3.0,2.0,8.0
221,230,6798,48,Gen X,Undergraduate,2,Single,37070.0,2013-03-20,30.0,231.0,7.0,137.0,4.0,15.0,39.0,433.0,9.0,5.0,1.0,14.0,8.0,7.0
222,231,5341,52,Gen X,Postgraduate,1,Divorced,81975.0,2013-05-01,2.0,983.0,76.0,184.0,180.0,138.0,27.0,1588.0,1.0,6.0,3.0,13.0,4.0,7.0
223,232,1606,43,Gen X,Undergraduate,1,Married,38590.0,2013-05-15,65.0,3.0,1.0,8.0,4.0,3.0,3.0,22.0,1.0,1.0,0.0,3.0,2.0,8.0
224,233,9617,63,Boomers,Undergraduate,0,Single,15033.0,2014-04-16,37.0,0.0,4.0,5.0,6.0,0.0,4.0,19.0,1.0,1.0,0.0,4.0,3.0,3.0
225,234,3233,49,Gen X,Postgraduate,1,Married,62745.0,2013-03-23,89.0,562.0,21.0,464.0,28.0,10.0,32.0,1117.0,3.0,7.0,8.0,26.0,11.0,5.0
226,235,89,39,Millenials,Postgraduate,1,Married,22212.0,2013-09-12,49.0,5.0,9.0,20.0,6.0,8.0,21.0,69.0,2.0,2.0,0.0,6.0,4.0,6.0
227,236,2936,32,Millenials,Postgraduate,1,Married,23661.0,2013-04-12,46.0,18.0,0.0,4.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,4.0,3.0,7.0
228,237,9449,56,Gen X,Postgraduate,1,Single,79761.0,2013-04-10,32.0,415.0,5.0,124.0,15.0,35.0,11.0,605.0,1.0,5.0,2.0,18.0,11.0,3.0
229,240,313,46,Gen X,Undergraduate,0,Divorced,73455.0,2013-10-28,98.0,901.0,61.0,757.0,186.0,163.0,20.0,2088.0,1.0,6.0,5.0,21.0,10.0,3.0
230,241,9940,56,Gen X,Undergraduate,1,Married,64961.0,2012-12-23,97.0,382.0,114.0,276.0,75.0,124.0,38.0,1009.0,2.0,6.0,4.0,14.0,4.0,3.0
231,242,10735,43,Gen X,Undergraduate,1,Single,22804.0,2013-07-31,75.0,14.0,1.0,7.0,2.0,1.0,1.0,26.0,1.0,2.0,0.0,4.0,2.0,9.0
232,243,9529,24,Gen Z,Undergraduate,0,Married,73687.0,2013-11-28,8.0,559.0,153.0,503.0,218.0,13.0,181.0,1627.0,1.0,3.0,9.0,21.0,9.0,2.0
233,244,6439,56,Gen X,Undergraduate,1,Married,61074.0,2012-08-17,37.0,789.0,0.0,133.0,0.0,28.0,152.0,1102.0,7.0,11.0,5.0,24.0,8.0,7.0
234,245,7411,50,Gen X,Postgraduate,2,Married,31686.0,2014-05-06,31.0,11.0,0.0,5.0,0.0,0.0,1.0,17.0,2.0,1.0,0.0,4.0,3.0,6.0
235,246,2176,42,Gen X,Undergraduate,1,Married,80134.0,2013-05-20,40.0,1218.0,16.0,272.0,104.0,0.0,80.0,1690.0,2.0,5.0,3.0,14.0,6.0,6.0
236,247,9265,61,Boomers,Undergraduate,1,Married,75027.0,2013-09-01,74.0,925.0,64.0,179.0,133.0,12.0,77.0,1390.0,2.0,9.0,4.0,19.0,6.0,5.0
237,248,8867,26,Millenials,Postgraduate,0,Married,67546.0,2012-08-31,90.0,864.0,134.0,768.0,150.0,38.0,172.0,2126.0,1.0,4.0,10.0,19.0,5.0,3.0
238,249,8932,45,Gen X,Postgraduate,1,Married,65176.0,2012-10-29,57.0,960.0,28.0,183.0,220.0,70.0,70.0,1531.0,4.0,9.0,6.0,21.0,6.0,6.0
239,250,10236,39,Millenials,Postgraduate,1,Single,31160.0,2013-09-16,59.0,16.0,3.0,25.0,6.0,1.0,13.0,64.0,2.0,2.0,0.0,5.0,3.0,8.0
240,251,6340,29,Millenials,Undergraduate,1,Single,29938.0,2013-10-27,52.0,3.0,3.0,7.0,0.0,2.0,11.0,26.0,2.0,1.0,0.0,4.0,3.0,6.0
241,252,10089,40,Millenials,Undergraduate,0,Divorced,102692.0,2013-05-04,5.0,168.0,148.0,444.0,32.0,172.0,148.0,1112.0,1.0,6.0,9.0,28.0,13.0,2.0
242,253,2227,56,Gen X,Postgraduate,0,Married,26490.0,2012-09-22,92.0,45.0,47.0,52.0,21.0,20.0,25.0,210.0,2.0,3.0,1.0,9.0,5.0,6.0
243,254,10992,47,Gen X,Undergraduate,2,Married,75702.0,2012-08-29,77.0,650.0,28.0,353.0,45.0,42.0,30.0,1148.0,5.0,4.0,6.0,21.0,11.0,8.0
244,255,5304,40,Millenials,Postgraduate,1,Single,30899.0,2012-10-13,35.0,24.0,0.0,8.0,0.0,0.0,1.0,33.0,2.0,1.0,0.0,4.0,3.0,6.0
245,256,309,53,Gen X,Postgraduate,1,Married,63342.0,2012-10-16,48.0,918.0,21.0,118.0,13.0,10.0,21.0,1101.0,3.0,8.0,3.0,16.0,5.0,6.0
246,257,3406,50,Gen X,Undergraduate,1,Single,45989.0,2012-10-22,97.0,138.0,33.0,87.0,28.0,24.0,12.0,322.0,4.0,3.0,2.0,12.0,7.0,3.0
247,258,2661,50,Gen X,Undergraduate,2,Single,18701.0,2013-04-06,95.0,12.0,4.0,2.0,10.0,6.0,10.0,44.0,4.0,2.0,0.0,6.0,4.0,5.0
248,259,3153,57,Gen X,Postgraduate,3,Single,40737.0,2013-08-12,24.0,11.0,0.0,4.0,0.0,0.0,2.0,17.0,1.0,1.0,0.0,3.0,2.0,8.0
249,260,10264,35,Millenials,Undergraduate,1,Divorced,15287.0,2012-10-10,60.0,1.0,2.0,8.0,4.0,3.0,13.0,31.0,2.0,1.0,1.0,4.0,2.0,7.0
250,261,1184,46,Gen X,Postgraduate,2,Divorced,69674.0,2013-05-22,46.0,554.0,41.0,215.0,11.0,0.0,24.0,845.0,3.0,10.0,2.0,22.0,10.0,5.0
251,262,4200,44,Gen X,Postgraduate,1,Married,44159.0,2014-06-17,85.0,167.0,2.0,62.0,24.0,13.0,7.0,275.0,4.0,4.0,1.0,11.0,6.0,5.0
252,263,9396,36,Millenials,Postgraduate,1,Married,37717.0,2012-11-23,31.0,9.0,0.0,6.0,4.0,1.0,5.0,25.0,1.0,1.0,0.0,3.0,2.0,9.0
253,264,2387,62,Boomers,Postgraduate,2,Married,43776.0,2013-03-02,9.0,177.0,2.0,71.0,3.0,2.0,20.0,275.0,6.0,5.0,2.0,11.0,4.0,8.0
254,265,6690,48,Gen X,Postgraduate,2,Married,38179.0,2013-03-14,30.0,38.0,4.0,22.0,4.0,2.0,20.0,90.0,4.0,3.0,1.0,7.0,3.0,7.0
255,266,1225,51,Gen X,Undergraduate,0,Married,80124.0,2014-06-26,47.0,483.0,84.0,398.0,205.0,84.0,241.0,1495.0,1.0,3.0,7.0,18.0,8.0,1.0
256,267,9703,44,Gen X,Postgraduate,2,Married,38097.0,2012-10-15,70.0,77.0,2.0,35.0,0.0,1.0,69.0,184.0,4.0,3.0,2.0,7.0,2.0,7.0
257,268,291,44,Gen X,Undergraduate,0,Married,72940.0,2013-06-19,13.0,182.0,74.0,298.0,162.0,149.0,116.0,981.0,1.0,3.0,3.0,12.0,6.0,1.0
258,269,4557,44,Gen X,Undergraduate,1,Married,22070.0,2013-04-10,11.0,10.0,7.0,19.0,8.0,2.0,21.0,67.0,2.0,2.0,2.0,6.0,2.0,6.0
259,270,2379,61,Boomers,Undergraduate,0,Single,69267.0,2012-09-22,31.0,778.0,44.0,499.0,95.0,73.0,146.0,1635.0,2.0,3.0,4.0,12.0,5.0,7.0
260,271,5726,31,Millenials,Postgraduate,1,Single,31788.0,2014-03-20,15.0,16.0,7.0,23.0,0.0,8.0,6.0,60.0,3.0,3.0,0.0,7.0,4.0,5.0
261,272,3066,39,Millenials,Postgraduate,1,Married,61905.0,2014-04-02,2.0,167.0,0.0,43.0,6.0,2.0,13.0,231.0,2.0,4.0,2.0,10.0,4.0,5.0
262,273,6336,54,Gen X,Undergraduate,2,Married,29315.0,2014-06-04,55.0,13.0,2.0,14.0,8.0,7.0,4.0,48.0,4.0,2.0,0.0,6.0,4.0,6.0
263,274,10967,51,Gen X,Undergraduate,2,Divorced,33378.0,2013-06-02,38.0,33.0,6.0,40.0,3.0,7.0,10.0,99.0,3.0,2.0,0.0,6.0,4.0,7.0
264,275,2304,51,Gen X,Postgraduate,1,Married,66313.0,2013-09-16,86.0,625.0,7.0,99.0,10.0,22.0,7.0,770.0,2.0,6.0,3.0,21.0,12.0,4.0
265,276,3445,58,Boomers,Undergraduate,0,Single,60714.0,2013-01-17,56.0,216.0,162.0,224.0,101.0,92.0,162.0,957.0,2.0,7.0,4.0,21.0,10.0,5.0
266,277,7828,33,Millenials,Postgraduate,0,Married,77882.0,2014-04-30,29.0,68.0,129.0,396.0,188.0,22.0,15.0,818.0,1.0,3.0,3.0,11.0,5.0,1.0
267,278,3762,28,Millenials,Postgraduate,0,Single,69867.0,2013-02-04,30.0,196.0,0.0,512.0,33.0,130.0,54.0,925.0,1.0,3.0,5.0,16.0,8.0,1.0
268,279,4391,46,Gen X,Postgraduate,1,Divorced,63841.0,2013-04-21,64.0,635.0,15.0,100.0,20.0,7.0,131.0,908.0,1.0,9.0,3.0,21.0,9.0,6.0
269,280,4669,33,Millenials,Undergraduate,1,Married,24480.0,2013-11-02,46.0,4.0,19.0,9.0,28.0,25.0,17.0,102.0,3.0,3.0,0.0,7.0,4.0,7.0
270,281,10144,38,Millenials,Undergraduate,1,Married,51369.0,2012-10-25,84.0,297.0,7.0,79.0,0.0,11.0,182.0,576.0,2.0,8.0,2.0,14.0,4.0,8.0
271,282,8652,68,Boomers,Undergraduate,0,Married,37760.0,2012-08-31,20.0,84.0,5.0,38.0,150.0,12.0,28.0,317.0,2.0,4.0,1.0,11.0,6.0,7.0
272,283,1672,40,Millenials,Postgraduate,1,Married,65640.0,2014-01-03,74.0,204.0,7.0,149.0,20.0,15.0,66.0,461.0,1.0,5.0,1.0,14.0,8.0,2.0
273,284,8962,39,Millenials,Postgraduate,2,Married,44319.0,2014-04-17,18.0,26.0,0.0,8.0,0.0,0.0,3.0,37.0,2.0,2.0,0.0,5.0,3.0,5.0
274,285,9974,40,Millenials,Undergraduate,1,Married,30631.0,2013-12-07,75.0,15.0,6.0,20.0,4.0,5.0,20.0,70.0,1.0,3.0,1.0,6.0,2.0,7.0
275,286,10983,62,Boomers,Undergraduate,0,Married,75278.0,2013-01-29,17.0,304.0,98.0,230.0,150.0,74.0,74.0,930.0,1.0,6.0,3.0,22.0,13.0,3.0
276,287,8148,58,Boomers,Postgraduate,2,Married,50898.0,2013-08-01,88.0,285.0,28.0,242.0,55.0,114.0,135.0,859.0,13.0,6.0,2.0,20.0,12.0,5.0
277,288,10102,48,Gen X,Undergraduate,0,Divorced,79946.0,2014-12-05,19.0,395.0,183.0,565.0,166.0,141.0,28.0,1478.0,1.0,5.0,11.0,21.0,5.0,3.0
278,289,4697,65,Boomers,Postgraduate,0,Divorced,35416.0,2013-06-13,62.0,248.0,3.0,81.0,4.0,3.0,51.0,390.0,3.0,7.0,1.0,13.0,5.0,8.0
279,290,9262,30,Millenials,Postgraduate,0,Married,32414.0,2013-04-07,11.0,20.0,6.0,5.0,0.0,9.0,12.0,52.0,1.0,1.0,0.0,4.0,3.0,7.0
280,291,7254,45,Gen X,Undergraduate,1,Married,38361.0,2013-12-27,74.0,39.0,0.0,56.0,20.0,8.0,14.0,137.0,3.0,3.0,1.0,7.0,3.0,7.0
281,292,4543,34,Millenials,Undergraduate,0,Married,82497.0,2012-10-31,32.0,777.0,129.0,573.0,216.0,21.0,203.0,1919.0,1.0,2.0,7.0,18.0,9.0,4.0
282,293,4927,43,Gen X,Undergraduate,2,Married,16626.0,2014-01-15,76.0,8.0,3.0,22.0,21.0,1.0,13.0,68.0,3.0,3.0,0.0,6.0,3.0,9.0
283,294,10451,49,Gen X,Undergraduate,2,Married,29672.0,2013-12-03,6.0,9.0,1.0,3.0,0.0,4.0,8.0,25.0,1.0,0.0,0.0,3.0,3.0,6.0
284,295,2926,62,Boomers,Postgraduate,1,Married,55951.0,2012-08-23,62.0,1241.0,0.0,80.0,0.0,13.0,40.0,1374.0,3.0,3.0,6.0,20.0,11.0,8.0
285,296,2874,26,Millenials,Postgraduate,1,Divorced,35388.0,2013-07-03,20.0,6.0,4.0,7.0,4.0,3.0,8.0,32.0,1.0,1.0,0.0,4.0,3.0,7.0
286,297,9738,28,Millenials,Postgraduate,1,Married,42386.0,2013-01-13,43.0,65.0,4.0,16.0,0.0,4.0,11.0,100.0,1.0,3.0,0.0,6.0,3.0,8.0
287,298,7119,32,Millenials,Undergraduate,0,Single,68627.0,2013-12-01,45.0,395.0,15.0,263.0,60.0,54.0,38.0,825.0,1.0,2.0,3.0,11.0,6.0,1.0
288,299,3924,49,Gen X,Postgraduate,1,Divorced,57912.0,2014-03-17,34.0,801.0,0.0,80.0,0.0,0.0,35.0,916.0,5.0,8.0,3.0,23.0,12.0,5.0
289,300,5827,56,Gen X,Undergraduate,2,Divorced,35246.0,2014-04-16,53.0,36.0,0.0,12.0,2.0,2.0,10.0,62.0,4.0,3.0,1.0,7.0,3.0,5.0
290,301,5596,58,Boomers,Postgraduate,1,Married,58821.0,2013-12-10,44.0,513.0,14.0,154.0,19.0,0.0,28.0,728.0,1.0,9.0,2.0,20.0,9.0,6.0
